-0.666896,-0.977094,-0.946847,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.946115,-0.945466,-0.960695,-0.821943
-0.439541,-0.553378,-0.532271,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.511641,-0.508036,-0.523422,-0.380381
-0.411977,-0.509348,-0.478671,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.448799,-0.468650,-0.476182,-0.342089
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
-0.416532,-0.516517,-0.483575,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.453978,-0.466488,-0.478297,-0.341203
